RMSE_NoAug,R2_NoAug,RMSE_Aug,R2_Aug,N_Train_NoAug,N_Train_Aug,N_Test,trial,max_heavy,max_ratio,min_common,pearson_thresh,crmsd_thresh,std_threshold
0.7354092003191511,0.6292690560408922,0.7300977472269333,0.6346048856348487,1789,3176,202,3,19,0.3762403485114933,3,0.20205761589293778,0.4290576548342411,1.4822104766096593
0.6236023325585087,0.7106990470960108,0.5975730327438746,0.7343459856400818,1792,3383,199,3,19,0.3762403485114933,3,0.20205761589293778,0.4290576548342411,1.4822104766096593
0.6684192781771776,0.733509220765,0.6802339053090446,0.724005261759564,1808,3640,183,3,19,0.3762403485114933,3,0.20205761589293778,0.4290576548342411,1.4822104766096593
0.643076608192636,0.7406088430172977,0.6585422773354007,0.7279823629445792,1803,3488,188,3,19,0.3762403485114933,3,0.20205761589293778,0.4290576548342411,1.4822104766096593
0.6380282987756564,0.6978966391702137,0.6365668401781915,0.6992790414705297,1785,3377,206,3,19,0.3762403485114933,3,0.20205761589293778,0.4290576548342411,1.4822104766096593
0.7421405289664025,0.6283792341909423,0.7041350989138739,0.665466463875504,1802,3728,189,3,19,0.3762403485114933,3,0.20205761589293778,0.4290576548342411,1.4822104766096593
0.5766217975520197,0.7475281510509234,0.5810723309864766,0.7436158096268105,1793,3216,198,3,19,0.3762403485114933,3,0.20205761589293778,0.4290576548342411,1.4822104766096593
0.6884998008548241,0.6278087999320519,0.6938068617226438,0.6220488735509493,1788,3575,203,3,19,0.3762403485114933,3,0.20205761589293778,0.4290576548342411,1.4822104766096593
0.731749020689262,0.6461691115145918,0.6944827043864668,0.681291011482999,1786,3144,205,3,19,0.3762403485114933,3,0.20205761589293778,0.4290576548342411,1.4822104766096593
0.6331379852409194,0.7178507528629344,0.6223007281313075,0.7274270375756104,1773,2046,218,4,11,0.10913998792354218,4,0.19081742110169383,2.1107389625240707,2.2789764371762016
0.736449820676526,0.6282191286860153,0.752505320752449,0.6118318752593916,1789,1968,202,4,11,0.10913998792354218,4,0.19081742110169383,2.1107389625240707,2.2789764371762016
0.6264725129238917,0.7080298563681928,0.6298389637916818,0.7048835282622421,1792,2137,199,4,11,0.10913998792354218,4,0.19081742110169383,2.1107389625240707,2.2789764371762016
0.6686373220119173,0.7333353294642544,0.6681378309379625,0.7337335928200616,1808,2197,183,4,11,0.10913998792354218,4,0.19081742110169383,2.1107389625240707,2.2789764371762016
0.6409892902467578,0.7422899899040489,0.6369579087452725,0.7455214332811398,1803,2181,188,4,11,0.10913998792354218,4,0.19081742110169383,2.1107389625240707,2.2789764371762016
0.6366731824659031,0.6991785586183131,0.6305005493445419,0.7049832923074807,1785,2108,206,4,11,0.10913998792354218,4,0.19081742110169383,2.1107389625240707,2.2789764371762016
0.7494421202601909,0.6210308387756178,0.7497714220264835,0.6206977306461504,1802,2147,189,4,11,0.10913998792354218,4,0.19081742110169383,2.1107389625240707,2.2789764371762016
0.5827323123017593,0.742148863602186,0.5626554619564087,0.759610260107932,1793,2080,198,4,11,0.10913998792354218,4,0.19081742110169383,2.1107389625240707,2.2789764371762016
0.6857875513215627,0.6307354153448446,0.6967264705432846,0.6188612683006387,1788,2112,203,4,11,0.10913998792354218,4,0.19081742110169383,2.1107389625240707,2.2789764371762016
0.7348817527827542,0.6431330155625874,0.716643898889135,0.6606262409026007,1786,2105,205,4,11,0.10913998792354218,4,0.19081742110169383,2.1107389625240707,2.2789764371762016
0.6297302743030541,0.7208797785216077,0.6170702128833997,0.7319898008546246,1773,2135,218,5,18,0.31191703224363376,5,0.22931030645756537,0.982448276031033,0.4472450549378415
0.7339429732996428,0.6307458769669606,0.7396158725799257,0.6250156308411695,1789,2103,202,5,18,0.31191703224363376,5,0.22931030645756537,0.982448276031033,0.4472450549378415
0.6306348279078523,0.7041372390807259,0.6029980780545248,0.7295006299799366,1792,2242,199,5,18,0.31191703224363376,5,0.22931030645756537,0.982448276031033,0.4472450549378415
0.6683815027729659,0.7335393411184152,0.6640371210867628,0.736991994025676,1808,2300,183,5,18,0.31191703224363376,5,0.22931030645756537,0.982448276031033,0.4472450549378415
0.6389491489859348,0.7439278585253943,0.6212107003569681,0.7579486010519998,1803,2294,188,5,18,0.31191703224363376,5,0.22931030645756537,0.982448276031033,0.4472450549378415
0.6312697596500113,0.7042630127795811,0.6472372100983418,0.6891129528606668,1785,2329,206,5,18,0.31191703224363376,5,0.22931030645756537,0.982448276031033,0.4472450549378415
0.7446261702228115,0.6258857366234886,0.7035131410666297,0.6660571853627019,1802,2368,189,5,18,0.31191703224363376,5,0.22931030645756537,0.982448276031033,0.4472450549378415
0.5819992178552497,0.74279722419573,0.5686402584605741,0.7544691561998578,1793,2189,198,5,18,0.31191703224363376,5,0.22931030645756537,0.982448276031033,0.4472450549378415
0.6958172469481826,0.6198553864404039,0.6844351578820974,0.6321903807894695,1788,2288,203,5,18,0.31191703224363376,5,0.22931030645756537,0.982448276031033,0.4472450549378415
0.7394264957803554,0.6387054085386685,0.7427596205271952,0.63544084029152,1786,2218,205,5,18,0.31191703224363376,5,0.22931030645756537,0.982448276031033,0.4472450549378415
